SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1,Cycle_Time, TCP_T_2,Averge_CT,Label
717,8/14/2022,48:04.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.23E+00,-3.28E-04,-2.65E-01,5.76E-02,2.27E-01,2.24E-01,-2.95E+00,-1.59E+00,-1.72E+00,2.24E+00,-2.10E+00,-1.15E+00,3.45E-01,-2.75E-01,-5.58E-01,-1.58E+00,1.11E+00,7.54E-01,-3.37E+00,1.29E+00,8.51E-01,9.32E-02,1.07E-01,4.99E-03,3.37E-01,3.63E-03,Abnormal
718,8/14/2022,48:04.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.19E+00,8.74E-03,-2.63E-01,3.23E-02,2.46E-01,1.84E-01,-2.65E+00,-1.59E+00,-1.78E+00,2.25E+00,-2.05E+00,-1.10E+00,4.10E-01,1.21E-01,-7.92E-01,-1.34E+00,6.69E-01,9.75E-01,-1.89E+00,4.66E-01,1.45E+00,1.11E-01,7.74E-02,3.83E-03,3.28E-01,3.71E-03,Abnormal
719,8/14/2022,48:05.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.16E+00,1.39E-02,-2.59E-01,1.01E-02,2.57E-01,1.56E-01,-1.77E+00,-1.58E+00,-1.98E+00,2.27E+00,-1.86E+00,-9.73E-01,3.47E-01,2.30E-01,-3.08E-01,-1.15E+00,1.97E-02,8.00E-01,3.56E-01,-2.70E+00,1.62E+00,7.89E-02,-2.39E-02,2.94E-03,2.67E-01,3.63E-03,Abnormal
720,8/14/2022,48:05.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.13E+00,1.43E-02,-2.46E-01,-2.43E-02,2.66E-01,1.27E-01,-1.20E+00,-1.57E+00,-2.10E+00,2.26E+00,-1.73E+00,-9.05E-01,2.83E-01,9.58E-02,-4.32E-01,-2.29E+00,-4.50E-01,7.16E-01,3.07E-01,7.92E-01,-9.32E-01,2.00E-01,4.86E-03,3.75E-03,2.35E-01,3.67E-03,Abnormal
721,8/14/2022,48:06.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,-2.39E-03,-8.69E-05,-2.51E-02,1.21E-02,1.30E-02,-2.57E-03,-8.67E-01,-1.57E+00,-2.18E+00,2.25E+00,-1.65E+00,-8.69E-01,1.39E-01,2.39E-02,-4.38E-01,-1.45E+00,-1.09E+00,-1.76E-01,-8.15E-01,-2.47E-01,-2.75E-01,6.50E-02,-6.15E-02,4.40E-03,2.46E-01,3.76E-03,Abnormal
722,8/14/2022,48:06.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.62E-02,-6.32E-04,-1.73E-01,7.81E-02,9.54E-02,-1.74E-02,-8.72E-01,-1.57E+00,-2.23E+00,2.28E+00,-1.62E+00,-8.74E-01,-1.17E-01,-1.50E-01,-5.77E-01,-9.51E-01,-6.96E-01,-7.60E-01,-5.55E-01,-3.47E-03,1.44E-01,3.27E-02,-9.28E-02,2.38E-03,-9.08E-03,3.56E-03,Abnormal
723,8/14/2022,48:07.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.63E-02,-7.21E-04,-1.81E-01,7.07E-02,1.10E-01,-1.76E-02,-8.81E-01,-1.57E+00,-2.33E+00,2.32E+00,-1.56E+00,-8.84E-01,-7.80E-02,-9.73E-02,-6.36E-01,-1.03E+00,-1.02E+00,-5.56E-01,-9.10E-01,5.64E-01,-1.03E+00,8.00E-02,-5.41E-02,3.27E-03,3.76E-03,3.63E-03,Abnormal
724,8/14/2022,48:07.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.83E-01,-1.57E+00,-2.35E+00,2.33E+00,-1.54E+00,-8.86E-01,-3.04E-01,-7.13E-02,-4.85E-01,-1.19E+00,-1.30E+00,-5.59E-01,-8.58E-01,2.12E-01,-4.07E-01,5.00E-02,-7.10E-02,2.79E-03,1.64E-02,3.61E-03,Abnormal
725,8/14/2022,48:08.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,2.71E-03,1.28E-04,3.05E-02,-1.10E-02,-1.95E-02,2.92E-03,-8.83E-01,-1.57E+00,-2.35E+00,2.33E+00,-1.54E+00,-8.86E-01,-2.76E-01,6.02E-03,-3.53E-01,-1.20E+00,-1.24E+00,-4.33E-01,9.66E-01,1.12E+00,4.80E-01,1.30E-01,-1.41E-01,4.66E-03,4.22E-02,3.63E-03,Abnormal
726,8/14/2022,48:08.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,9.72E-03,4.39E-04,1.08E-01,-4.14E-02,-6.70E-02,1.05E-02,-8.81E-01,-1.57E+00,-2.33E+00,2.32E+00,-1.55E+00,-8.84E-01,2.72E-01,8.91E-02,2.61E-02,-2.46E+00,-2.86E+00,7.21E-01,-7.52E+00,-2.64E+00,-1.83E+00,-2.00E-01,1.29E-01,4.50E-03,1.94E-01,3.75E-03,Abnormal
727,8/14/2022,48:09.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,1.56E-02,6.48E-04,1.70E-01,-7.17E-02,-9.85E-02,1.68E-02,-8.72E-01,-1.57E+00,-2.24E+00,2.28E+00,-1.61E+00,-8.75E-01,2.04E-01,-5.52E-03,-3.83E-01,-2.33E+00,-2.73E+00,5.58E-01,-6.54E+00,-2.69E+00,-1.53E+00,-1.75E-01,8.60E-02,3.45E-03,1.89E-01,3.60E-03,Abnormal
728,8/14/2022,48:09.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,5.65E-03,2.09E-04,5.96E-02,-2.84E-02,-3.13E-02,6.08E-03,-8.68E-01,-1.57E+00,-2.19E+00,2.26E+00,-1.64E+00,-8.70E-01,3.17E-01,2.98E-02,-1.46E-01,-2.56E+00,-2.65E+00,6.57E-01,-7.40E+00,-2.42E+00,-1.72E+00,-1.83E-01,1.01E-01,2.82E-03,1.85E-01,3.49E-03,Abnormal
729,8/14/2022,48:10.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,3.19E-01,3.31E-03,-1.98E-02,-1.90E-01,2.07E-01,3.28E-01,-8.45E-01,-1.57E+00,-2.18E+00,2.24E+00,-1.63E+00,-8.46E-01,2.60E-01,1.67E-01,-3.37E-01,-2.91E+00,-6.24E-01,1.83E+00,-7.19E+00,-6.03E-01,9.49E-01,9.54E-03,-3.85E-02,3.97E-03,1.77E-01,3.60E-03,Abnormal
730,8/14/2022,48:10.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,3.50E-01,2.50E-03,2.72E-02,-3.42E-01,3.09E-01,3.62E-01,-6.38E-01,-1.56E+00,-2.18E+00,2.08E+00,-1.47E+00,-6.32E-01,3.79E-01,3.05E-01,-1.33E-01,-2.69E+00,-1.32E+00,1.22E+00,-7.73E+00,-1.71E+00,-2.08E+00,-5.76E-02,1.62E-01,4.59E-03,2.23E-01,3.68E-03,Abnormal
731,8/14/2022,48:11.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,2.84E-01,1.09E-03,7.67E-02,-4.01E-01,3.17E-01,2.97E-01,-4.87E-01,-1.56E+00,-2.14E+00,1.88E+00,-1.31E+00,-4.75E-01,3.65E-01,1.16E-01,-3.36E-02,-2.82E+00,-2.11E+00,9.31E-01,-8.20E+00,-3.07E+00,1.51E+00,-1.05E-01,3.25E-03,4.80E-03,2.03E-01,3.72E-03,Abnormal
732,8/14/2022,48:11.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,2.01E-01,-6.38E-04,1.62E-01,-5.07E-01,3.37E-01,2.15E-01,-3.73E-01,-1.56E+00,-2.08E+00,1.65E+00,-1.15E+00,-3.55E-01,4.07E-01,-5.01E-02,4.37E-03,-3.18E+00,-2.91E+00,9.77E-01,-9.57E+00,-2.99E+00,-1.20E+00,-1.72E-01,1.36E-01,3.36E-03,2.40E-01,3.82E-03,Abnormal
733,8/14/2022,48:12.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,6.65E-02,-1.23E-03,-1.78E-01,7.34E-03,1.69E-01,1.30E-02,-3.34E-01,-1.56E+00,-2.07E+00,1.57E+00,-1.08E+00,-3.20E-01,1.35E-01,-3.52E-02,-3.99E-01,-1.75E+00,-2.98E+00,5.99E-01,-8.76E+00,-3.03E+00,2.40E-02,-1.90E-01,6.68E-02,4.37E-03,2.53E-01,3.93E-03,Abnormal
734,8/14/2022,48:12.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,6.98E-04,-1.31E-05,-6.47E-03,2.26E-03,4.21E-03,1.08E-04,-3.18E-01,-1.56E+00,-2.11E+00,1.57E+00,-1.04E+00,-3.17E-01,3.50E-01,-2.02E-02,-3.57E-01,-2.52E+00,-4.01E+00,5.37E-01,-9.73E+00,-2.94E+00,-6.55E-01,-1.40E-01,8.33E-02,4.05E-03,2.40E-01,4.06E-03,Abnormal
735,8/14/2022,48:13.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,5.27E-03,-1.02E-04,-4.87E-02,1.63E-02,3.24E-02,8.18E-04,-3.14E-01,-1.56E+00,-2.14E+00,1.57E+00,-1.02E+00,-3.16E-01,2.43E-01,5.56E-03,-8.08E-01,-1.42E+00,-3.79E+00,5.70E-01,-9.32E+00,-2.46E+00,-5.56E-01,-9.94E-02,1.07E-01,4.11E-03,2.33E-01,4.00E-03,Abnormal
736,8/14/2022,48:13.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,1.16E-01,1.61E-01,-2.74E-01,-1.46E+00,-3.66E+00,6.04E-01,-3.67E+00,7.34E-02,9.20E-02,6.97E-02,3.99E-02,5.44E-03,2.54E-01,4.09E-03,Abnormal
737,8/14/2022,48:14.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,-5.14E-02,7.17E-04,1.19E-01,-4.56E-03,-1.14E-01,-6.91E-03,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,7.75E-02,1.19E-01,-1.82E-01,-1.29E+00,-3.81E+00,5.44E-01,-4.41E+00,-2.12E+00,-1.33E+00,-1.10E-01,1.34E-01,4.42E-03,2.43E-01,4.19E-03,Abnormal
738,8/14/2022,48:14.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,-9.74E-01,-2.78E-04,3.98E-02,3.50E-01,-3.75E-01,-1.30E-01,-5.88E-01,-1.56E+00,-2.05E+00,1.66E+00,-1.19E+00,-3.53E-01,-3.21E-01,1.09E-02,-1.30E-01,-1.06E+00,-5.05E+00,-9.20E-01,4.42E-02,6.48E-01,1.28E+00,-4.66E-02,-8.42E-02,3.03E-03,-2.49E-01,4.21E-03,Abnormal
739,8/14/2022,48:15.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.10E+00,-7.25E-03,6.89E-02,3.29E-01,-3.85E-01,-1.64E-01,-1.14E+00,-1.57E+00,-2.02E+00,1.83E+00,-1.38E+00,-4.32E-01,-3.29E-01,-3.45E-01,1.28E-01,-1.11E+00,-4.25E+00,-8.90E-01,2.85E+00,5.57E-01,-1.99E+00,2.07E-02,-3.39E-03,4.38E-03,-2.76E-01,4.25E-03,Abnormal
740,8/14/2022,48:15.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.16E+00,-1.45E-02,1.68E-01,2.37E-01,-4.03E-01,-2.27E-01,-1.70E+00,-1.57E+00,-1.96E+00,1.97E+00,-1.57E+00,-5.31E-01,-3.59E-01,-3.24E-01,-3.00E-01,-1.03E+00,-3.22E+00,-9.16E-01,3.57E+00,-1.03E+00,-1.06E-01,3.63E-02,-3.28E-02,3.71E-03,-2.57E-01,4.17E-03,Abnormal
741,8/14/2022,48:16.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.33E+00,-1.44E-02,2.62E-01,1.71E-01,-4.44E-01,-3.33E-01,-2.32E+00,-1.58E+00,-1.85E+00,2.07E+00,-1.79E+00,-6.69E-01,-3.95E-01,-3.78E-01,-8.34E-02,-1.26E+00,-2.58E+00,-1.18E+00,1.28E+00,1.39E+00,-1.21E+00,1.03E-01,6.90E-02,5.08E-03,-2.24E-01,4.19E-03,Abnormal
742,8/14/2022,48:16.7,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.47E+00,-4.80E-03,3.26E-01,8.52E-02,-4.34E-01,-4.65E-01,-2.65E+00,-1.58E+00,-1.78E+00,2.10E+00,-1.89E+00,-7.56E-01,-3.84E-01,-3.56E-01,-2.43E-02,-1.26E+00,-1.70E+00,-1.28E+00,6.40E-01,-1.26E+00,1.97E+00,1.66E-02,-5.16E-02,4.14E-03,-1.97E-01,4.27E-03,Abnormal
743,8/14/2022,48:17.2,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.64E+00,1.22E-02,3.57E-01,2.47E-03,-3.87E-01,-6.36E-01,-3.82E+00,-1.58E+00,-1.53E+00,2.14E+00,-2.21E+00,-1.17E+00,-4.14E-01,2.95E-01,-1.57E-01,-2.47E+00,-7.79E-01,-1.59E+00,1.10E+00,-1.65E+00,7.15E-01,2.83E-02,-8.07E-02,3.13E-03,-2.73E-01,4.15E-03,Abnormal
744,8/14/2022,48:17.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,-8.66E-01,1.89E-02,1.43E-01,-5.27E-02,-9.33E-02,-4.16E-01,-4.66E+00,-1.57E+00,-1.37E+00,2.11E+00,-2.34E+00,-1.55E+00,-1.00E-01,1.25E-01,-3.16E-01,-2.59E+00,5.05E-01,-3.88E-01,2.97E+00,1.31E-01,9.01E-01,1.20E-01,-6.88E-02,3.27E-03,-2.64E-01,4.07E-03,Abnormal
745,8/14/2022,48:18.2,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.92E-02,1.91E-01,1.63E-03,-2.33E+00,5.09E-01,-2.72E-01,2.68E+00,-7.45E-01,-5.96E-02,6.54E-02,-4.01E-02,4.75E-03,-2.71E-01,4.14E-03,Abnormal
746,8/14/2022,48:18.7,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.12E-02,1.56E-01,-3.55E-02,-2.25E+00,5.15E-01,-3.11E-01,2.78E+00,-9.30E-01,-8.22E-02,6.60E-02,-3.46E-02,2.30E-03,-2.68E-01,3.82E-03,Abnormal
747,8/14/2022,48:19.2,1,1,1.00E+00,0,2,0,0,0,1,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.51E-02,1.44E-01,-3.92E-02,-2.26E+00,5.20E-01,-2.73E-01,2.62E+00,-8.69E-01,2.65E-02,6.99E-02,-3.29E-02,2.80E-03,-2.63E-01,3.66E-03,Abnormal
748,8/14/2022,48:19.8,1,1,1.00E+00,0,2,0,0,0,1,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.71E-02,1.13E-01,-3.71E-02,-2.25E+00,5.36E-01,-3.35E-01,2.80E+00,-5.81E-01,-1.88E-01,6.21E-02,-4.06E-02,3.43E-03,-2.73E-01,3.70E-03,Abnormal
749,8/14/2022,48:20.2,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.17E-02,1.12E-01,-3.50E-02,-2.21E+00,5.00E-01,-2.76E-01,2.55E+00,-7.33E-01,5.70E-02,6.35E-02,-2.86E-02,4.45E-03,-2.64E-01,3.71E-03,Abnormal
750,8/14/2022,48:20.8,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.76E-02,1.27E-01,-4.21E-02,-2.19E+00,5.51E-01,-2.44E-01,2.70E+00,-9.56E-01,-6.67E-02,6.97E-02,-3.05E-02,3.63E-03,-2.65E-01,3.70E-03,Abnormal
751,8/14/2022,48:21.2,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.60E-02,1.12E-01,-2.63E-02,-2.23E+00,5.41E-01,-2.62E-01,2.57E+00,-8.52E-01,2.20E-01,6.71E-02,-2.55E-02,5.63E-03,-2.58E-01,3.75E-03,Abnormal
752,8/14/2022,48:21.8,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.15E-02,1.49E-01,-6.19E-02,-2.24E+00,5.77E-01,-3.01E-01,2.73E+00,-1.03E+00,9.42E-02,7.21E-02,-2.86E-02,4.39E-03,-2.60E-01,3.78E-03,Abnormal
753,8/14/2022,48:22.3,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.10E-02,1.51E-01,-5.80E-02,-2.24E+00,6.59E-01,-2.27E-01,2.57E+00,-1.02E+00,3.49E-01,7.20E-02,-2.13E-02,2.96E-03,-2.56E-01,3.76E-03,Abnormal
754,8/14/2022,48:22.7,1,1,1.00E+00,9060,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.65E-02,1.53E-01,-4.17E-02,-2.17E+00,5.00E-01,-2.33E-01,2.76E+00,-5.76E-01,-5.21E-02,5.99E-02,-3.24E-02,4.33E-03,-2.64E-01,3.87E-03,Abnormal
755,8/14/2022,48:23.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.67E-02,1.33E-01,-4.13E-02,-2.20E+00,5.87E-01,-1.77E-01,2.49E+00,-2.99E-01,9.09E-01,8.62E-02,-7.06E-02,3.94E-03,-2.59E-01,3.78E-03,Abnormal
756,8/14/2022,48:23.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-5.24E-01,1.46E-02,4.72E-01,3.26E-02,-5.02E-01,-1.72E+00,-4.77E+00,-1.56E+00,-1.26E+00,2.12E+00,-2.46E+00,-1.89E+00,-2.87E-01,7.56E-02,-2.21E-01,-1.63E+00,4.65E-01,-3.02E+00,2.12E+00,2.96E+00,-1.65E+00,1.91E-01,1.94E-02,3.34E-03,-2.72E-01,3.89E-03,Abnormal
757,8/14/2022,48:24.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.18E-01,6.06E-03,-4.33E-02,-2.06E-02,6.66E-02,-1.42E+00,-5.09E+00,-1.56E+00,-1.12E+00,2.11E+00,-2.59E+00,-2.77E+00,-5.81E-02,2.32E-01,-2.92E-01,-2.42E+00,2.92E+00,-1.20E+00,2.33E+00,-2.31E-01,-1.50E-01,-1.06E-02,-3.58E-02,4.44E-03,-2.59E-01,4.05E-03,Abnormal
758,8/14/2022,48:24.8,1,1,1.00E+00,9060,3,0,0,1,1,0,1,8.93E-01,-2.54E-02,-4.51E-01,-8.53E-02,5.31E-01,-3.09E-01,-4.82E+00,-1.56E+00,-1.29E+00,2.09E+00,-2.40E+00,-3.11E+00,2.38E-01,-2.94E-01,-3.35E-01,-2.65E+00,1.51E+00,-5.97E-01,3.07E+00,-1.18E+00,2.27E-02,-6.24E-02,-7.46E-02,6.05E-03,-3.83E-02,4.32E-03,Abnormal
759,8/14/2022,48:25.2,1,1,1.00E+00,9060,3,0,0,1,1,0,1,-3.61E-01,9.08E-03,1.31E-02,2.59E-02,-3.47E-02,-3.60E-01,-4.84E+00,-1.56E+00,-1.34E+00,2.09E+00,-2.35E+00,-3.27E+00,-4.22E-01,1.48E-01,-4.60E-01,-1.46E+00,5.70E-01,-2.75E+00,2.86E+00,1.90E+00,-6.01E-01,1.82E-02,7.51E-03,2.81E-03,-2.71E-01,4.15E-03,Abnormal
760,8/14/2022,48:25.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-5.97E-01,-1.59E-03,-3.81E-01,-9.20E-02,4.87E-01,-5.96E-01,-5.31E+00,-1.56E+00,-1.45E+00,2.09E+00,-2.22E+00,-3.74E+00,-1.70E-01,-9.50E-03,-3.48E-01,-2.90E+00,1.66E+00,-1.12E+00,1.78E+00,4.62E-01,-3.71E-01,-3.47E-02,6.34E-02,4.18E-03,-2.53E-01,4.21E-03,Abnormal
761,8/14/2022,48:26.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.46E-01,-1.18E-02,-3.15E-01,-3.33E-01,6.55E-01,-2.45E-01,-5.43E+00,-1.56E+00,-1.55E+00,2.05E+00,-2.09E+00,-3.86E+00,-3.27E-01,-4.25E-02,-3.86E-01,-2.71E+00,1.24E+00,-1.25E+00,1.51E+00,9.25E-01,-8.11E-01,-1.68E-02,5.30E-02,3.83E-03,-2.42E-01,4.03E-03,Abnormal
762,8/14/2022,48:26.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.31E-01,-1.49E-02,-1.11E-01,-5.50E-01,6.65E-01,-1.30E-01,-5.59E+00,-1.57E+00,-1.74E+00,1.75E+00,-1.59E+00,-4.02E+00,-5.46E-02,-1.62E-01,-3.76E-01,-3.44E+00,-8.42E-01,-6.24E-01,3.35E-01,1.58E+00,-1.13E-01,2.25E-02,6.05E-02,3.18E-03,-2.27E-01,3.91E-03,Abnormal
763,8/14/2022,48:27.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-8.61E-02,-1.63E-02,7.79E-02,-7.45E-01,6.70E-01,-8.41E-02,-5.64E+00,-1.58E+00,-1.72E+00,1.40E+00,-1.26E+00,-4.07E+00,-1.23E-01,-1.24E-01,-2.54E-01,-3.38E+00,-2.03E+00,-9.09E-01,7.94E-01,4.49E-01,4.65E-01,-2.15E-02,4.55E-03,3.32E-03,-2.45E-01,3.94E-03,Abnormal
764,8/14/2022,48:27.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-5.66E+00,-1.58E+00,-1.64E+00,1.08E+00,-1.02E+00,-4.09E+00,-1.60E-01,-2.07E-01,-2.70E-01,-2.53E+00,-4.60E+00,-3.09E-01,1.01E+00,-3.03E-01,1.97E+00,-6.39E-02,-1.83E-02,3.69E-03,-2.29E-01,3.88E-03,Abnormal
765,8/14/2022,48:28.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.18E-02,2.72E-04,-2.57E-01,2.08E-01,4.99E-02,-1.35E-04,-5.69E+00,-1.58E+00,-1.76E+00,1.18E+00,-1.01E+00,-4.09E+00,-3.31E-01,-8.70E-02,-4.98E-01,-1.64E+00,-3.95E+00,-4.83E-01,-1.15E+00,5.96E-01,5.50E-01,8.33E-03,1.75E-02,4.04E-03,-5.76E-03,3.89E-03,Abnormal
766,8/14/2022,48:28.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-5.70E+00,-1.58E+00,-1.77E+00,1.20E+00,-1.00E+00,-4.09E+00,1.57E-01,-1.50E-01,-2.81E-01,-2.98E+00,-5.63E+00,-4.16E-01,-7.09E+00,-2.83E+00,8.95E-01,-2.23E-01,-1.22E-02,3.52E-03,2.86E-01,3.91E-03,Abnormal
767,8/14/2022,48:29.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,7.49E-02,1.95E-03,2.78E-01,-1.58E-01,-1.21E-01,6.22E-03,-5.68E+00,-1.58E+00,-1.71E+00,1.14E+00,-1.01E+00,-4.09E+00,1.81E-01,-1.96E-01,-8.85E-02,-3.05E+00,-5.81E+00,-2.90E-01,-6.74E+00,-3.20E+00,3.84E-01,-2.41E-01,-1.59E-02,4.07E-03,3.42E-01,3.87E-03,Abnormal
768,8/14/2022,48:29.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,8.62E-02,1.63E-02,-7.78E-02,7.45E-01,-6.70E-01,8.41E-02,-5.65E+00,-1.58E+00,-1.71E+00,1.32E+00,-1.19E+00,-4.05E+00,9.88E-02,2.36E-01,-5.83E-01,-7.07E-01,-4.25E+00,6.63E-01,-4.97E+00,-4.62E+00,1.49E+00,-3.09E-01,-6.61E-02,4.28E-03,3.54E-01,3.69E-03,Abnormal
769,8/14/2022,48:30.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.51E-01,1.44E-02,1.64E-01,4.97E-01,-6.66E-01,1.50E-01,-5.57E+00,-1.56E+00,-1.72E+00,1.84E+00,-1.70E+00,-4.00E+00,3.73E-01,3.36E-01,1.25E-01,-9.91E-01,-3.03E+00,7.85E-01,-4.99E+00,-1.63E+00,5.27E-01,-2.18E-01,1.09E-02,2.94E-03,3.34E-01,3.70E-03,Abnormal
770,8/14/2022,48:30.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,2.87E-01,1.06E-02,3.49E-01,2.85E-01,-6.42E-01,2.87E-01,-5.53E+00,-1.56E+00,-1.67E+00,1.94E+00,-1.86E+00,-3.89E+00,2.63E-01,2.80E-01,-3.02E-01,-1.53E+00,-1.64E+00,1.31E+00,-6.49E+00,-4.00E+00,7.97E-01,-2.88E-01,-8.06E-02,4.82E-03,3.22E-01,3.77E-03,Abnormal
771,8/14/2022,48:31.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,6.07E-01,1.28E-03,3.79E-01,8.83E-02,-4.82E-01,6.06E-01,-5.21E+00,-1.56E+00,-1.40E+00,2.09E+00,-2.29E+00,-3.63E+00,3.15E-01,-7.67E-02,-1.93E-01,-1.34E+00,9.40E-02,1.84E+00,-5.64E+00,-2.52E+00,-9.28E-01,-2.32E-01,-3.36E-02,3.19E-03,2.98E-01,3.70E-03,Abnormal
772,8/14/2022,48:31.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.80E-03,3.88E-03,3.60E-01,1.11E-02,-3.76E-01,8.78E-01,-5.05E+00,-1.56E+00,-1.24E+00,2.10E+00,-2.45E+00,-3.18E+00,4.63E-02,5.21E-02,1.61E-02,-1.38E+00,3.27E-01,1.51E+00,-5.87E+00,-1.64E+00,5.85E-01,-1.76E-01,-1.52E-01,3.39E-03,2.73E-01,3.73E-03,Abnormal
