SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1, TCP_T_2,Label
499,7/9/2022,07:36.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.87E-01,1.06E-02,3.49E-01,2.85E-01,-6.42E-01,2.87E-01,-5.54E+00,-1.56E+00,-1.68E+00,1.92E+00,-1.83E+00,-3.96E+00,1.74E-01,2.28E-01,-1.92E-03,-7.55E-01,-2.64E+00,1.08E+00,-5.16E+00,-1.60E+00,1.47E+00,-1.56E-01,-6.82E-02,2.19E-01,Abnormal
500,7/9/2022,07:37.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,6.56E-01,-3.11E-04,3.67E-01,7.09E-02,-4.53E-01,6.55E-01,-5.24E+00,-1.56E+00,-1.41E+00,2.09E+00,-2.27E+00,-3.67E+00,2.80E-01,-2.35E-02,1.25E-01,-1.43E+00,-4.83E-01,2.00E+00,-5.80E+00,-2.62E+00,7.49E-01,-2.12E-01,-7.53E-02,2.03E-01,Abnormal
501,7/9/2022,07:37.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.32E-01,1.38E-03,3.15E-01,7.08E-03,-3.31E-01,9.02E-01,-5.05E+00,-1.56E+00,-1.26E+00,2.10E+00,-2.43E+00,-3.23E+00,1.87E-01,1.17E-01,-1.67E-01,-1.44E+00,-7.10E-02,1.88E+00,-5.81E+00,-3.87E+00,3.29E+00,-2.02E-01,-2.37E-01,1.98E-01,Abnormal
502,7/9/2022,07:38.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.51E-01,-4.27E-03,5.99E-02,-1.28E-03,-6.06E-02,1.15E+00,-5.07E+00,-1.56E+00,-1.17E+00,2.10E+00,-2.53E+00,-3.01E+00,-2.26E-01,9.64E-02,-6.46E-02,-1.87E+00,1.23E+00,2.77E+00,-4.93E+00,-1.70E+00,3.35E+00,-7.55E-02,-2.69E-01,1.83E-01,Abnormal
503,7/9/2022,07:38.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.08E+00,-3.19E-02,-4.80E-01,-1.83E-02,5.04E-01,1.88E+00,-4.98E+00,-1.56E+00,-1.13E+00,2.10E+00,-2.56E+00,-2.43E+00,6.99E-01,-9.72E-02,-6.27E-01,-1.38E+00,3.35E+00,5.06E+00,-4.31E+00,-1.38E+00,6.60E+00,2.18E-02,-3.62E-01,1.91E-01,Abnormal
504,7/9/2022,07:39.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,5.23E-01,-2.48E-03,-5.48E-01,-1.77E-01,7.51E-01,9.98E-01,-4.33E+00,-1.57E+00,-1.51E+00,2.05E+00,-2.12E+00,-1.23E+00,2.84E-01,-2.63E-01,-7.46E-01,-2.74E+00,1.58E+00,9.18E-01,-5.21E+00,-1.60E-01,-1.09E+00,2.07E-01,-7.74E-02,2.15E-01,Abnormal
505,7/9/2022,07:39.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,5.24E-01,9.98E-03,-3.48E-01,-3.81E-01,7.59E-01,5.24E-01,-4.07E+00,-1.57E+00,-1.71E+00,1.90E+00,-1.76E+00,-9.29E-01,1.32E-01,1.10E-01,-4.83E-01,-2.65E+00,-4.26E-01,9.50E-01,-5.09E+00,-6.66E-01,2.92E+00,1.56E-01,-1.64E-01,1.96E-01,Abnormal
506,7/9/2022,07:40.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,8.93E-02,4.79E-03,-4.55E-01,1.46E-01,3.15E-01,7.66E-02,-4.01E+00,-1.57E+00,-1.91E+00,1.88E+00,-1.55E+00,-8.41E-01,1.59E-01,7.85E-02,-7.47E-01,-1.06E+00,-1.40E+00,8.41E-01,-5.82E+00,3.02E-01,1.69E+00,1.92E-01,-1.12E-01,1.99E-01,Abnormal
507,7/9/2022,07:40.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.59E-02,-1.07E-03,-7.45E-01,3.13E-01,4.32E-01,-6.56E-03,-3.96E+00,-1.57E+00,-2.03E+00,1.94E+00,-1.48E+00,-8.32E-01,2.83E-01,1.06E-01,-5.93E-01,-1.02E+00,-1.24E+00,-2.25E-01,-6.80E+00,-3.54E-01,3.77E+00,1.26E-01,-1.58E-01,2.19E-01,Abnormal
508,7/9/2022,07:41.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.96E+00,-1.57E+00,-2.39E+00,2.09E+00,-1.27E+00,-8.35E-01,7.17E-02,-2.09E-01,-5.94E-01,-1.42E+00,-2.81E+00,-3.63E-01,-5.92E+00,1.94E-01,2.49E+00,1.63E-01,-1.42E-01,2.11E-01,Abnormal
509,7/9/2022,07:41.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-3.93E-02,7.49E-04,3.58E-01,-9.36E-02,-2.65E-01,2.01E-02,-3.96E+00,-1.57E+00,-2.28E+00,2.06E+00,-1.35E+00,-8.28E-01,1.57E-01,1.57E-02,3.02E-01,-1.88E+00,-4.07E+00,1.29E+00,1.29E-01,-9.42E-02,5.98E-01,3.42E-02,3.14E-03,-1.95E-02,Abnormal
510,7/9/2022,07:42.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.41E-01,1.93E-04,9.48E-01,-5.46E-01,-4.02E-01,2.45E-01,-3.93E+00,-1.57E+00,-2.11E+00,2.02E+00,-1.48E+00,-7.91E-01,3.23E-01,1.57E-01,1.00E-01,-3.10E+00,-4.39E+00,1.30E+00,-9.80E-01,1.43E+00,-5.33E-01,3.97E-02,1.63E-02,-8.68E-03,Abnormal
511,7/9/2022,07:42.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.83E+00,-1.57E+00,-1.70E+00,1.80E+00,-1.67E+00,-6.86E-01,2.08E-01,7.31E-02,-2.75E-01,-2.45E+00,-2.05E+00,4.24E-01,5.28E-01,-3.18E-01,-9.40E-01,1.28E-02,2.50E-02,-2.00E-03,Abnormal
512,7/9/2022,07:43.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.80E-01,-4.22E-03,-2.90E-02,-4.30E-02,2.79E-02,-4.58E-02,-3.82E+00,-1.57E+00,-1.67E+00,1.79E+00,-1.68E+00,-6.80E-01,-9.74E-02,2.91E-02,-1.97E-01,-2.54E+00,-2.10E+00,-3.24E-02,-6.31E-01,-9.16E-02,8.27E-01,3.35E-02,-8.93E-04,-3.53E-04,Abnormal
513,7/9/2022,07:43.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,8.35E-01,-5.67E-02,-1.20E-01,-2.22E-01,1.60E-01,-1.45E-01,-3.65E+00,-1.57E+00,-1.70E+00,1.74E+00,-1.65E+00,-7.19E-01,3.80E-01,-2.72E-01,-6.97E-01,-2.92E+00,-1.25E+00,-9.08E-01,-5.67E-01,1.16E+00,-8.25E-01,5.33E-03,3.14E-02,3.78E-02,Abnormal
514,7/9/2022,07:44.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,9.12E-01,-1.43E-01,-3.00E-02,-3.42E-01,2.49E-01,-6.18E-02,-3.22E+00,-1.61E+00,-1.76E+00,1.62E+00,-1.56E+00,-7.81E-01,3.65E-01,-4.24E-01,-3.97E-01,-2.90E+00,-1.32E+00,-7.67E-01,-1.22E+00,1.27E+00,4.71E-01,2.63E-02,3.35E-02,5.10E-02,Abnormal
515,7/9/2022,07:44.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,8.52E-01,-1.66E-01,1.12E-01,-4.50E-01,3.00E-01,-2.86E-02,-2.77E+00,-1.68E+00,-1.77E+00,1.45E+00,-1.44E+00,-8.12E-01,3.85E-01,-4.28E-01,1.21E-01,-2.89E+00,-1.58E+00,-8.81E-01,-6.09E-01,3.29E-01,1.33E+00,2.37E-02,7.61E-02,1.13E-01,Abnormal
516,7/9/2022,07:45.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-1.86E-01,3.85E-02,7.23E-02,-2.02E-01,9.63E-02,-1.87E-01,-2.44E+00,-1.74E+00,-1.72E+00,1.24E+00,-1.30E+00,-8.53E-01,-2.82E-01,3.75E-01,1.38E-01,-3.29E+00,-2.30E+00,-1.42E+00,-2.15E-01,-1.57E+00,9.41E-01,6.57E-02,1.29E-01,-6.00E-02,Abnormal
517,7/9/2022,07:45.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-2.40E-01,5.34E-02,1.49E-01,-3.87E-01,2.01E-01,-2.42E-01,-2.56E+00,-1.72E+00,-1.65E+00,1.06E+00,-1.21E+00,-9.75E-01,-2.36E-01,2.32E-01,-2.15E-01,-2.71E+00,-3.24E+00,-4.98E-01,-2.60E-02,2.93E-02,1.80E+00,1.04E-01,9.64E-02,-5.84E-02,Abnormal
518,7/9/2022,07:46.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-9.44E-04,2.43E-04,-1.06E-02,9.46E-03,1.04E-03,-9.88E-04,-2.57E+00,-1.71E+00,-1.64E+00,1.03E+00,-1.19E+00,-9.92E-01,-5.97E-02,2.11E-01,-6.54E-01,-9.01E-01,-2.78E+00,-8.06E-01,-5.98E-01,-1.52E+00,1.95E+00,5.37E-02,8.60E-02,-5.05E-02,Abnormal
519,7/9/2022,07:46.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.74E-02,-4.49E-03,1.97E-01,-1.78E-01,-1.68E-02,1.83E-02,-2.58E+00,-1.71E+00,-1.68E+00,1.06E+00,-1.19E+00,-9.95E-01,8.50E-02,8.66E-02,-3.01E-02,-3.23E+00,-4.97E+00,6.90E-01,-1.99E+00,1.80E+00,-3.51E-01,-1.77E-03,-2.59E-02,1.19E-01,Abnormal
520,7/9/2022,07:47.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-2.59E-01,4.44E-02,-7.42E-02,2.68E-01,-1.84E-01,-5.32E-03,-2.57E+00,-1.71E+00,-1.60E+00,9.91E-01,-1.19E+00,-9.88E-01,1.27E-01,-3.70E-01,-7.05E-02,-2.40E+00,-3.98E+00,6.13E-01,-9.70E-02,3.83E+00,-1.59E+00,6.10E-02,1.71E-02,1.28E-01,Abnormal
521,7/9/2022,07:47.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-6.34E-01,1.01E-01,-7.48E-02,5.17E-01,-3.96E-01,-1.16E-02,-2.73E+00,-1.69E+00,-1.62E+00,1.13E+00,-1.30E+00,-9.90E-01,-2.68E-01,4.04E-01,-6.27E-01,-1.03E+00,-4.87E+00,-5.01E-01,-1.84E+00,1.17E+00,-8.70E-01,2.94E-02,4.17E-03,-1.42E-02,Abnormal
522,7/9/2022,07:48.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-9.09E-01,8.46E-02,1.61E-01,4.62E-01,-4.87E-01,1.41E-02,-3.11E+00,-1.63E+00,-1.64E+00,1.41E+00,-1.53E+00,-9.96E-01,-4.56E-01,1.96E-01,-3.45E-01,-1.08E+00,-3.93E+00,-4.52E-01,-4.72E+00,-1.03E+00,1.14E+00,-2.97E-02,-1.06E-01,-3.95E-02,Abnormal
523,7/9/2022,07:48.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-8.38E-01,1.29E-02,2.92E-01,3.14E-01,-4.46E-01,8.93E-02,-3.56E+00,-1.59E+00,-1.56E+00,1.64E+00,-1.77E+00,-9.88E-01,-4.27E-01,1.00E-01,1.47E-01,-1.10E+00,-2.81E+00,7.32E-01,-3.71E+00,-3.98E+00,1.22E+00,-7.53E-02,-1.07E-01,-5.69E-02,Abnormal
524,7/9/2022,07:49.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-1.13E-01,-4.53E-03,-1.92E-02,1.50E-01,-1.05E-01,3.70E-02,-3.98E+00,-1.58E+00,-1.42E+00,1.80E+00,-1.99E+00,-9.42E-01,-2.36E-01,-2.77E-01,-1.66E-01,-1.30E+00,-9.93E-01,5.51E-01,-8.60E-01,-3.00E+00,4.97E-02,7.29E-03,-9.86E-02,-1.04E-01,Abnormal
525,7/9/2022,07:49.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.38E-03,1.19E-03,-6.18E-01,6.58E-01,-4.03E-02,1.31E-03,-4.06E+00,-1.59E+00,-1.47E+00,1.93E+00,-2.05E+00,-9.24E-01,3.59E-02,7.45E-02,-7.11E-01,-4.85E-01,-1.04E+00,3.92E-01,-4.53E-01,-3.22E+00,-1.99E-01,1.50E-02,-9.64E-02,-2.58E-02,Abnormal
526,7/9/2022,07:50.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,3.40E-03,1.08E-04,-8.43E-01,5.16E-01,3.28E-01,4.13E-04,-4.05E+00,-1.59E+00,-1.99E+00,2.37E+00,-1.98E+00,-9.23E-01,2.23E-01,2.41E-01,-7.66E-01,-7.55E-01,1.00E+00,4.79E-01,-4.75E-01,-1.19E+00,-9.14E-01,9.85E-02,-9.03E-02,5.47E-02,Abnormal
527,7/9/2022,07:50.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,6.31E-04,-2.57E-04,-1.75E-01,6.32E-02,1.12E-01,-8.58E-05,-4.05E+00,-1.59E+00,-2.22E+00,2.49E+00,-1.87E+00,-9.23E-01,2.91E-01,5.15E-02,-5.96E-01,-9.61E-01,4.06E-01,3.05E-01,-2.21E+00,-2.98E+00,1.50E+00,1.41E-02,-1.66E-01,5.09E-02,Abnormal
528,7/9/2022,07:51.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,4.27E-02,-1.00E-03,1.22E-02,2.21E-02,-3.31E-02,4.29E-02,-4.05E+00,-1.59E+00,-2.34E+00,2.54E+00,-1.80E+00,-9.19E-01,1.23E-01,2.31E-03,-1.79E-01,-7.88E-01,-2.06E+00,1.31E+00,2.57E-01,7.01E-01,-5.75E-02,3.34E-02,-3.55E-03,-2.43E-03,Abnormal
529,7/9/2022,07:51.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.03E+00,-1.59E+00,-2.33E+00,2.55E+00,-1.81E+00,-9.02E-01,-2.52E-02,-8.65E-02,-1.02E-01,-1.48E+00,-9.08E-01,2.68E-01,3.87E-01,-1.58E-01,-2.44E-01,-9.74E-03,1.15E-02,-1.19E-02,Abnormal
530,7/9/2022,07:52.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-6.57E-02,2.20E-03,8.74E-01,-4.21E-01,-4.47E-01,-5.03E-02,-4.03E+00,-1.59E+00,-2.33E+00,2.55E+00,-1.81E+00,-9.09E-01,-3.08E-01,2.31E-01,2.19E-01,-3.21E+00,-1.96E+00,-7.36E-01,-1.11E+00,-3.92E-01,9.25E-02,-1.06E-02,4.00E-02,-1.15E-01,Abnormal
531,7/9/2022,07:52.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-6.94E-02,4.59E-04,7.01E-01,-5.98E-01,-9.58E-02,-5.39E-02,-4.08E+00,-1.58E+00,-1.79E+00,2.22E+00,-2.02E+00,-9.37E-01,-3.79E-01,2.15E-01,7.06E-02,-3.36E+00,-8.14E-01,-7.98E-01,-1.49E+00,-2.86E+00,3.63E+00,-1.11E-01,-6.42E-02,-1.12E-01,Abnormal
532,7/9/2022,07:53.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-4.87E-02,-3.79E-04,4.46E-01,-5.12E-01,7.09E-02,-3.80E-02,-4.11E+00,-1.58E+00,-1.49E+00,1.92E+00,-2.02E+00,-9.62E-01,-6.75E-02,1.17E-03,2.04E-01,-2.30E+00,4.81E-01,-6.54E-01,5.53E-01,4.46E-01,5.92E-01,2.31E-02,2.73E-02,-1.06E-01,Abnormal
533,7/9/2022,07:53.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.20E-01,9.14E-02,-3.97E-01,2.93E-01,-3.50E-01,-2.63E-01,-4.05E+00,-1.56E+00,-1.58E+00,1.97E+00,-2.11E+00,-1.04E+00,1.48E-01,3.88E-01,-4.30E-01,-9.26E-01,-1.22E+00,-1.17E+00,1.68E-02,-5.52E-01,-4.79E-01,3.34E-02,3.29E-02,1.45E-02,Abnormal
534,7/9/2022,07:54.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,5.15E-01,7.99E-02,-7.04E-01,4.59E-01,-4.20E-01,-2.98E-01,-3.84E+00,-1.50E+00,-1.90E+00,2.19E+00,-2.35E+00,-1.22E+00,2.14E-01,4.60E-01,-8.81E-01,-1.18E+00,-2.40E-01,-9.54E-01,-3.12E+00,-9.73E-01,1.78E+00,-2.43E-03,-1.95E-02,5.23E-02,Abnormal
535,7/9/2022,07:54.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,8.38E-01,-3.80E-01,-1.02E+00,4.24E-01,-2.58E-02,1.34E-01,-3.69E+00,-1.49E+00,-2.09E+00,2.31E+00,-2.44E+00,-1.28E+00,2.87E-01,-1.83E-01,-8.52E-01,-9.67E-01,3.35E-01,-5.57E-01,-8.76E-01,-6.93E-01,7.24E-01,1.03E-01,5.97E-03,2.95E-02,Abnormal
536,7/9/2022,07:55.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,8.45E-01,-9.17E-01,-1.34E+00,2.40E-01,6.85E-01,4.77E-01,-3.06E+00,-1.91E+00,-2.93E+00,2.59E+00,-2.30E+00,-1.09E+00,3.91E-01,-4.96E-01,-7.52E-01,-1.34E+00,2.56E+00,1.35E+00,-3.20E+00,1.36E+00,1.00E+00,1.18E-01,-7.80E-02,6.74E-02,Abnormal
537,7/9/2022,07:55.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.91E+00,-2.09E+00,-3.19E+00,2.61E+00,-2.13E+00,-1.01E+00,6.45E-02,-6.15E-02,-5.44E-01,-1.34E+00,8.04E-01,5.55E-01,-2.66E+00,1.46E+00,-4.13E-01,1.32E-01,-8.43E-02,6.35E-02,Abnormal
538,7/9/2022,07:56.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-1.98E-01,4.33E-01,-6.15E-02,-4.26E-01,4.13E-01,-4.72E-01,-2.98E+00,-1.95E+00,-3.22E+00,2.51E+00,-2.03E+00,-1.17E+00,-2.18E-01,2.05E-01,-6.94E-01,-2.83E+00,1.37E+00,-1.21E+00,-1.40E+00,-1.49E-01,7.88E-02,5.21E-03,1.10E-01,-3.41E-02,Abnormal
539,7/9/2022,07:56.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-7.75E-02,1.86E-01,9.49E-02,-5.57E-01,4.43E-01,-2.01E-01,-3.05E+00,-1.80E+00,-3.21E+00,2.26E+00,-1.81E+00,-1.32E+00,-2.21E-01,1.67E-01,1.71E-01,-2.50E+00,3.42E-01,-9.48E-01,1.93E+00,7.71E-01,2.51E-01,8.00E-02,1.26E-01,-3.86E-02,Abnormal
540,7/9/2022,07:57.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E+00,-1.77E+00,-3.19E+00,2.17E+00,-1.74E+00,-1.35E+00,-2.16E-01,2.25E-01,8.20E-02,-2.39E+00,-1.06E+00,-8.11E-01,-6.32E-01,-2.36E-01,-3.94E-02,7.97E-03,1.21E-01,-3.38E-02,Abnormal
541,7/9/2022,07:57.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-1.36E-04,3.40E-04,8.37E-02,-5.13E-02,-3.24E-02,-5.94E-05,-3.06E+00,-1.77E+00,-3.17E+00,2.15E+00,-1.75E+00,-1.35E+00,-2.43E-01,2.45E-01,-2.01E-02,-2.87E+00,-2.25E+00,-6.75E-01,-3.79E+00,1.05E+00,-4.60E-01,-1.66E-01,-1.49E-02,3.60E-02,Abnormal
542,7/9/2022,07:58.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-2.58E-04,4.44E-04,1.22E-01,-8.83E-02,-3.38E-02,-9.74E-05,-3.06E+00,-1.77E+00,-3.06E+00,2.08E+00,-1.78E+00,-1.35E+00,-2.57E-01,2.89E-01,-2.91E-01,-2.38E+00,-1.90E+00,-7.14E-01,-1.99E+00,1.26E+00,-6.98E-01,-1.13E-01,-8.91E-03,3.87E-02,Abnormal
543,7/9/2022,07:58.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.33E-01,-2.65E-02,9.08E-01,9.08E-03,-4.38E-01,8.41E-02,-3.04E+00,-1.78E+00,-2.92E+00,2.07E+00,-1.85E+00,-1.34E+00,2.46E-01,-3.58E-01,7.95E-02,-1.45E+00,-2.54E+00,9.01E-01,-1.23E+00,2.12E+00,-4.22E-01,-1.17E-01,-1.22E-01,6.58E-02,Abnormal
544,7/9/2022,07:59.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.23E-01,3.58E-02,1.25E+00,-1.99E-01,-3.63E-01,1.26E-01,-2.94E+00,-1.78E+00,-2.30E+00,2.02E+00,-2.08E+00,-1.28E+00,2.60E-01,2.32E-01,5.48E-02,-3.07E+00,-1.32E+00,8.94E-01,-8.77E-01,1.36E+00,-1.27E+00,-1.20E-01,-5.31E-02,1.35E-01,Abnormal
545,7/9/2022,07:59.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.13E-01,1.23E-01,1.08E+00,-2.46E-01,-1.66E-01,1.17E-01,-2.88E+00,-1.76E+00,-2.01E+00,1.96E+00,-2.15E+00,-1.25E+00,3.07E-01,4.11E-01,7.90E-02,-2.88E+00,-9.38E-01,8.38E-01,-2.66E+00,4.46E-01,-1.24E+00,-2.25E-01,-2.71E-02,1.49E-01,Abnormal
546,7/9/2022,08:00.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.13E-01,2.09E-01,6.68E-01,-9.10E-02,-4.22E-02,8.57E-02,-2.75E+00,-1.62E+00,-1.29E+00,1.81E+00,-2.23E+00,-1.17E+00,1.02E-01,2.24E-01,1.10E-01,-2.38E+00,-2.07E-01,7.23E-01,-1.89E+00,-5.06E-01,2.49E+00,-2.43E-01,-7.06E-02,1.42E-01,Abnormal
547,7/9/2022,08:00.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-1.86E-01,-7.39E-03,-3.65E-01,2.85E-01,8.72E-02,3.34E-01,-2.74E+00,-1.59E+00,-1.20E+00,1.82E+00,-2.23E+00,-1.13E+00,-3.23E-01,1.40E-02,-6.12E-01,-5.38E-01,1.76E+00,1.62E+00,-7.75E-01,7.14E-01,1.58E+00,-1.78E-01,5.31E-02,2.10E-02,Abnormal
548,7/9/2022,08:01.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-5.54E-01,-3.65E-03,-6.97E-01,3.76E-01,3.34E-01,3.87E-01,-2.83E+00,-1.59E+00,-1.35E+00,1.92E+00,-2.18E+00,-1.01E+00,-2.67E-01,-5.90E-02,-6.18E-01,-9.38E-01,1.34E+00,1.26E+00,-2.68E+00,-3.14E-01,7.30E-01,-2.10E-01,1.57E-02,1.80E-02,Abnormal
549,7/9/2022,08:01.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-6.67E-01,-4.88E-04,-7.21E-01,2.23E-01,5.10E-01,2.73E-01,-3.12E+00,-1.59E+00,-1.70E+00,2.10E+00,-2.00E+00,-8.23E-01,-2.56E-01,-2.89E-01,-4.74E-01,-1.14E+00,9.30E-01,8.90E-01,-2.29E+00,1.30E+00,-4.12E-01,-1.59E-01,-5.84E-02,2.28E-03,Abnormal
550,7/9/2022,08:02.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,-6.18E-01,-1.15E-03,-4.92E-01,-5.21E-02,5.55E-01,1.39E-01,-3.64E+00,-1.59E+00,-2.21E+00,2.18E+00,-1.56E+00,-6.57E-01,-2.52E-01,-3.28E-01,-7.19E-01,-2.47E+00,-8.18E-01,6.88E-01,-1.23E+00,2.32E+00,-2.23E+00,4.66E-02,-1.36E-01,-4.85E-02,Abnormal
551,7/9/2022,08:02.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.79E-04,-7.88E-05,-5.01E-02,1.94E-02,3.07E-02,-5.86E-05,-3.77E+00,-1.59E+00,-2.31E+00,2.17E+00,-1.45E+00,-6.31E-01,-2.19E-01,-2.95E-01,-2.79E-01,-1.09E+00,-1.52E+00,4.88E-02,-1.40E+00,-4.68E-01,2.47E-01,-1.38E-02,-2.28E-01,-4.74E-02,Abnormal
552,7/9/2022,08:03.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,6.54E-04,-3.50E-04,-1.89E-01,6.56E-02,1.23E-01,-2.34E-04,-3.77E+00,-1.59E+00,-2.37E+00,2.19E+00,-1.41E+00,-6.31E-01,-7.37E-02,-3.38E-01,-6.23E-01,-8.56E-01,-1.42E+00,-1.10E-01,-1.12E+00,-5.09E-01,-6.15E-01,8.75E-03,-2.33E-01,2.99E-04,Abnormal
553,7/9/2022,08:03.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,3.61E-04,-2.40E-04,-1.09E-01,3.25E-02,7.61E-02,-1.45E-04,-3.77E+00,-1.59E+00,-2.41E+00,2.20E+00,-1.38E+00,-6.31E-01,-6.61E-02,-2.91E-01,-5.65E-01,-7.83E-01,-1.52E+00,-2.60E-01,-1.35E+00,-8.25E-01,-4.65E-02,-1.39E-02,-2.46E-01,4.27E-02,Abnormal
554,7/9/2022,08:04.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,3.45E-04,4.10E-05,2.46E-02,-6.10E-03,-1.85E-02,4.43E-04,-3.77E+00,-1.59E+00,-2.45E+00,2.21E+00,-1.35E+00,-6.31E-01,-6.46E-02,-2.60E-01,-2.14E-01,-1.06E+00,-3.68E+00,-1.29E-01,-1.38E+00,-9.37E-01,1.05E+00,-4.10E-02,-3.27E-02,-8.34E-03,Abnormal
555,7/9/2022,08:04.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,3.79E-04,1.43E-05,2.67E-02,-1.07E-02,-1.60E-02,4.89E-04,-3.76E+00,-1.59E+00,-2.24E+00,2.15E+00,-1.49E+00,-6.27E-01,7.14E-02,-1.13E-01,-2.24E-01,-1.89E+00,-2.20E+00,4.13E-01,1.01E+00,-1.94E-01,-2.49E-01,-2.03E-03,-2.19E-02,-1.94E-03,Abnormal
556,7/9/2022,08:05.3,1,1,1.00E+00,9040,2,0,0,0,1,0,1,2.79E-01,-2.86E-02,3.25E-02,4.04E-01,-7.28E-01,-4.28E-01,-3.76E+00,-1.59E+00,-2.24E+00,2.16E+00,-1.51E+00,-6.36E-01,3.30E-01,-2.47E-01,-6.38E-01,-6.66E-01,-4.13E+00,-1.17E+00,4.82E-01,-1.93E-01,-7.64E-01,-1.63E-02,1.43E-02,-1.13E-03,Abnormal
557,7/9/2022,08:05.8,1,1,1.00E+00,9040,2,0,0,0,1,0,1,1.33E-01,2.54E-02,2.33E-01,2.16E-01,-7.42E-01,-5.81E-01,-3.65E+00,-1.60E+00,-2.21E+00,2.31E+00,-1.83E+00,-8.34E-01,2.31E-01,-1.41E-01,-2.97E-01,-1.12E+00,-2.43E+00,-1.54E+00,3.22E-01,-8.28E-01,5.25E-01,-6.35E-02,1.15E-02,2.31E-02,Abnormal
